S.NO,PROP_ID,SIZE_OF_PROPERTY,NO_OF_BEDROOMS,LOCALITY,PROPERTY_TYPE,TOTAL_FLOOR,AGE_OF_BUILDING,PRICE_IN_LAKHS,CONSTRUCTION_STATUS,LATITUDE,LOGITUDE
486,M69960724,890,2,Godrej Urban Park,Residential Apartment,16,43,111,Under Construction,18.8584694,72.9351104
487,O70110436,1250,2,Unimont Aurum,Residential Apartment,8,10,35,Under Construction,18.8584694,72.9351104
488,Z68948856,1755,2,Unimont Aurum,Residential Apartment,7,31,52,Under Construction,18.9710996,73.0217484
489,P68967882,280,3,Unimont Aurum,Residential Apartment,15,45,58,Under Construction,18.9710996,73.0217484
490,J68933962,280,3,Unimont Aurum,Residential Apartment,19,28,62,Under Construction,18.9710996,73.0217484
491,L68382666,200,3,Unimont Aurum,Residential Apartment,8,17,275,Under Construction,18.9710996,73.0217484
492,R68539294,900,3,Unimont Aurum,Residential Apartment,16,50,155,Under Construction,18.9710996,73.0217484
493,T68774942,900,2,Unimont Aurum,Residential Apartment,16,32,137.99999,Under Construction,18.8584694,72.9351104
494,C68937446,1800,2,Unimont Aurum,Residential Apartment,19,19,34,Under Construction,18.8584694,72.9351104
495,H69994348,300,3,Unimont Aurum,Residential Apartment,8,46,35,Under Construction,18.9710996,73.0217484
496,J68829728,1100,2,Unimont Aurum,Residential Apartment,22,12,52,Under Construction,18.8584694,72.9351104
497,R68934168,300,2,Unimont Aurum,Residential Apartment,8,25,24,Under Construction,18.9710996,73.0217484
498,F30283427,1100,3,Unimont Aurum,Residential Apartment,16,34,49,Under Construction,18.9710996,73.0217484
499,X67399122,1250,2,Unimont Aurum,Residential Apartment,7,23,111,Under Construction,18.8584694,72.9351104
500,T68967482,850,2,Unimont Aurum,Residential Apartment,15,40,35,Under Construction,18.8584694,72.9351104
501,C69961230,1190,3,Sunteck City First Impression,Residential Apartment,8,27,48.5,Ready to move,18.9710996,73.0217484
502,J16740273,300,2,Sunteck City First Impression,Residential Apartment,7,8,45,Under Construction,18.9710996,73.0217484
503,W69936296,1450,2,Sunteck City First Impression,Residential Apartment,8,14,67,Under Construction,18.9710996,73.0217484
504,X21420411,800,3,Sunteck City First Impression,Residential Apartment,4,42,45,Under Construction,18.9710996,73.0217484
505,X70527742,471,2,Sunteck City First Impression,Residential Apartment,12,3,50,Under Construction,18.9710996,73.0217484
506,G70711794,690,2,Sunteck City First Impression,Residential Apartment,13,36,170,Under Construction,18.8584694,72.9351104
507,Z70711440,1100,3,Siddhivinayak Pratima Gold,Residential Apartment,22,19,125,Under Construction,18.8584694,72.9351104
508,R69014766,950,1,Siddhivinayak Pratima Gold,Residential Apartment,9,5,105,Under Construction,18.9710996,73.0217484
509,R69015320,1100,2,Siddhivinayak Pratima Gold,Residential Apartment,14,23,105,Ready to move,18.8584694,72.9351104
510,N69014496,950,3,Siddhivinayak Pratima Gold,Residential Apartment,9,49,150,Under Construction,18.9710996,73.0217484
511,G70111518,980,3,Siddhivinayak Pratima Gold,Residential Apartment,16,11,87,Under Construction,18.9710996,73.0217484
512,I68811246,600,3,Siddhivinayak Pratima Gold,Residential Apartment,6,32,90,Under Construction,18.9710996,73.0217484
513,P70119112,950,2,Siddhivinayak Pratima Gold,Residential Apartment,16,7,110,Under Construction,18.9710996,73.0217484
514,G68811770,900,2,Siddhivinayak Pratima Gold,Residential Apartment,8,45,105,Under Construction,19.0336118,73.01813957
515,J68815122,910,2,Siddhivinayak Pratima Gold,Residential Apartment,16,20,97,Under Construction,18.9710996,73.0217484
516,X70117410,980,2,Siddhivinayak Pratima Gold,Residential Apartment,16,38,105,Under Construction,18.8584694,72.9351104
517,B70110488,980,2,Platinum Life,Residential Apartment,10,17,80,Under Construction,18.8584694,72.9351104
518,Y68809152,856,2,Platinum Sai Sangam,Residential Apartment,27,9,85,Ready to move,18.9710996,73.0217484
519,Q49482957,1400,2,Krishna Paradise,Residential Apartment,6,29,93,Under Construction,18.9710996,73.0217484
520,M70117134,1050,2,Lodha Palava Lakeshore Greens,Residential Apartment,16,2,99,Under Construction,18.9710996,73.0217484
521,C68969320,1300,2,Omkar Nest,Residential Apartment,11,46,80,Under Construction,18.9710996,73.0217484
522,I70110798,980,2,Swagat Builders Damodar Park Apartment,Residential Apartment,16,26,90,Under Construction,18.9710996,73.0217484
523,Z69530514,950,3,Lak And Hanware The Residency Tower,Residential Apartment,7,15,42,Under Construction,18.9710996,73.0217484
524,E69015560,1100,2,B G Shirke Monte Verita North Annexe,Residential Apartment,14,40,280,Under Construction,18.9710996,73.0217484
525,T68813966,1350,2,B G Shirke Monte Verita North Annexe,Residential Apartment,13,13,400,Under Construction,19.2882132,72.8955745
526,F70117238,950,2,JP Atria,Residential Apartment,18,22,160,Under Construction,19.1070215,72.8275275
527,P68812212,965,2,Ace Enclave,Residential Apartment,13,37,170,Ready to move,18.8584694,72.9351104
528,P68811994,965,2,Rashmi Dhruvita Park,Residential Apartment,13,10,95,Under Construction,18.8584694,72.9351104
529,A47350689,1150,2,Reputed Builder Jai Malhar,Residential Apartment,15,4,95,Under Construction,18.8584694,72.9351104
530,B68809120,808,2,Swaraj Homes Rachael Apartment,Residential Apartment,27,28,75,Ready to move,18.8584694,72.9351104
531,F68905854,1100,3,Sarvoday Onyx,Residential Apartment,11,47,85,Under Construction,18.96558885,73.10288131
532,L65740254,748,3,Siddhivinayak Anaya,Residential Apartment,23,6,130,Under Construction,19.2882132,72.8955745
533,B60487372,1130,3,Siddhivinayak Anaya,Residential Apartment,23,33,137,Under Construction,19.1070215,72.8275275
534,V65494758,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,35,18,80,Under Construction,18.8584694,72.9351104
535,U60114090,904,3,Neelam Sanskar,Residential Apartment,23,43,105,Under Construction,18.8584694,72.9351104
536,X10516185,500,2,Hiranandani Gardens Lake Castle,Residential Apartment,7,24,77,Under Construction,18.8584694,72.9351104
537,G70799170,1200,2,Kalpsutra Vatsalya,Residential Apartment,22,16,75,Under Construction,18.8584694,72.9351104
538,O69249422,1000,2,Green Earth Developers Green Heights,Residential Apartment,15,39,90,Under Construction,18.9710996,73.0217484
539,J61807442,1535,2,KT Sai View,Residential Apartment,29,12,93,Under Construction,18.8584694,72.9351104
540,L67030412,300,2,Maitri Amber Arcade,Residential Apartment,16,35,60,Under Construction,19.3625308,73.07847468
541,C59552954,1340,3,Raj Pantheon,Residential Apartment,15,21,62,Under Construction,19.43988455,72.8803834
542,O61807502,813,2,Regency Regency Heights,Residential Apartment,9,44,50,Under Construction,19.43988455,72.8803834
543,T64109346,200,3,Today Shyam Aarohi Complex,Residential Apartment,6,1,65,Under Construction,19.3625308,73.07847468
544,D60922932,300,3,Reputed Builder Suraj Complex,Residential Apartment,23,31,52,Under Construction,19.3625308,73.07847468
545,P60044954,1200,3,Hiranandani Estate Hill Grange,Residential Apartment,21,25,42,Under Construction,19.2816975,72.8560676
546,L61807338,200,2,Shanti Harmony,Independent House/Villa,4,48,55,Under Construction,19.3625308,73.07847468
547,Z64254042,1100,2,Shanti Harmony,Residential Apartment,6,34,55,Ready to move,19.3625308,73.07847468
548,M67030004,730,2,Shanti Harmony,Residential Apartment,16,30,60,Under Construction,19.3625308,73.07847468
549,X59362818,1300,3,Kesar Gardens,Residential Apartment,15,41,55,Ready to move,19.3625308,73.07847468
550,L66133828,300,3,Nirmal Lifestyle City Kalyan Spirit A,Residential Apartment,13,50,42,Ready to move,19.3625308,73.07847468
551,V66133940,1249,2,Runwal The Orchard Residency,Residential Apartment,13,29,165,Under Construction,19.3625308,73.07847468
552,A61307538,1914,2,Swastik Heights,Residential Apartment,22,5,113.99999,Under Construction,19.3625308,73.07847468
553,Y17601327,330,2,Reliance Tilak Nagar Nisarg Co Op Hsg Soc Ltd,Residential Apartment,3,19,135,Under Construction,19.43988455,72.8803834
554,N30183863,1100,2,Grace Grace Fluidic,Residential Apartment,9,12,225,Under Construction,19.43988455,72.8803834
555,B17244960,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,38,400,Under Construction,19.0162531,72.8522274
556,F47965879,1300,2,Unique Aurum,Residential Apartment,16,8,57,Under Construction,19.2494501,72.8596206
557,U30219061,1100,2,Squarefeet Sarvoday Square,Residential Apartment,14,47,48,Under Construction,19.0859539,72.9082381
558,J64390790,1800,2,Reputed Builder Kanti Nagar,Residential Apartment,6,22,45,Ready to move,19.0859539,72.9082381
559,K69158528,1250,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,33,43,Under Construction,19.0116962,72.8180702
560,T70238674,920,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,2,45,Under Construction,18.9721871,72.8043338
561,U40389245,1220,2,Cosmos Springs Angel,Residential Apartment,16,41,53,Under Construction,19.0269192,72.8759337
562,A40218579,1600,2,Krishna Paradise,Residential Apartment,7,14,48.03,Under Construction,19.0269192,72.8759337
563,J9558363,1000,3,Grace Iconic Wing A B,Residential Apartment,7,46,130,Under Construction,19.0269192,72.8759337
564,K65571036,150,2,Puraniks Rumah Bali,Independent/Builder Floor,1,24,155,Under Construction,19.0269192,72.8759337
565,J65554146,300,2,Puraniks Rumah Bali,Residential Apartment,15,3,130,Under Construction,19.0269192,72.8759337
566,X65567700,1250,2,Puraniks Rumah Bali,Residential Apartment,15,39,85,Under Construction,19.2083801,72.842227
567,A65506314,300,2,Puraniks Rumah Bali,Residential Apartment,1,16,94,Ready to move,19.1158835,72.854202
568,Z59552726,1500,2,Puraniks Rumah Bali,Residential Apartment,14,31,80,Under Construction,19.1692623,72.8552548
569,H60045370,300,3,Puraniks Rumah Bali,Residential Apartment,21,9,45,Under Construction,19.1860219,72.8563181
570,L65506776,1400,3,Tulsi Nisarg,Residential Apartment,35,45,53,Under Construction,19.0116962,72.8180702
571,N66560458,1250,2,Grace Iconic Wing A B,Residential Apartment,13,25,60,Under Construction,19.1158835,72.854202
572,L59360628,1550,3,Rashmi Garden,Residential Apartment,35,17,56,Under Construction,19.4409122,73.3065183
573,D70441430,840,3,Puraniks Unicorn Phase 1,Residential Apartment,15,36,48.03,Under Construction,19.1943294,72.9701779
574,X69249054,1000,3,Prayag Meadows Phase 1,Residential Apartment,14,6,175,Under Construction,51.6335851,0.0097947
575,P70423536,1200,2,Tulsi Sonata,Residential Apartment,10,20,120,Under Construction,19.1943294,72.9701779
576,U59553288,1230,3,Reputed Builder Shree Krishna Darshan,Residential Apartment,12,37,150,Ready to move,19.1943294,72.9701779
577,O60486206,1400,3,K Raheja Eastate,Residential Apartment,23,13,130,Under Construction,19.1943294,72.9701779
578,M40456287,1300,3,Khatri Grande,Residential Apartment,7,42,166,Under Construction,19.1943294,72.9701779
579,Z65571296,300,2,Bhagwati Greens 1,Residential Apartment,35,11,130,Ready to move,19.1943294,72.9701779
580,S69961062,890,3,Mohini Tower,Residential Apartment,15,27,94,Under Construction,19.1943294,72.9701779
581,S68268128,1072,2,Navkar City Phase II Part 3,Residential Apartment,35,48,166,Under Construction,19.1943294,72.9701779
582,R70365060,1095,3,Heritage Mariyam Heritage,Residential Apartment,15,4,130,Under Construction,19.1943294,72.9701779
583,R65136860,300,3,Swaraj Homes Yogniti Apartment,Residential Apartment,14,35,94,Under Construction,19.1943294,72.9701779
584,U30238725,1110,2,Lodha Palava Lakeshore Greens,Residential Apartment,13,15,80,Under Construction,19.1943294,72.9701779
585,Z14436597,1200,2,Platinum Balaji Kalash,Residential Apartment,5,30,57,Under Construction,51.6335851,0.0097947
586,G65132036,1200,3,Marathon Galaxy,Residential Apartment,15,23,55,Under Construction,51.6335851,0.0097947
587,I65136480,300,2,Mandar Shivam Sankal,Residential Apartment,15,43,60,Under Construction,18.9710996,73.0217484
588,D65033488,1249,3,Dange Complex,Residential Apartment,13,18,56,Under Construction,19.1028516,73.0030748
589,I65193376,300,3,A M Balaji Heights,Residential Apartment,14,1,49,Under Construction,51.6335851,0.0097947
590,U66560342,1249,2,A M Balaji Heights,Residential Apartment,13,28,135,Under Construction,19.1296868,72.9283701
591,G67862882,1450,3,A M Balaji Heights,Residential Apartment,15,49,220,Under Construction,19.1943294,72.9701779
592,T65507276,400,2,A M Balaji Heights,Residential Apartment,15,32,175,Under Construction,19.1943294,72.9701779
593,J62156880,1250,3,A M Balaji Heights,Residential Apartment,15,7,178,Under Construction,19.1943294,72.9701779
594,Y59362532,1550,3,A M Balaji Heights,Residential Apartment,23,34,140,Under Construction,19.1943294,72.9701779
595,M69158094,1279,3,Braj City,Residential Apartment,14,10,72,Ready to move,19.1943294,72.9701779
596,N59383884,1125,3,Runwal Runwal Forests Tower 9 To 11,Residential Apartment,23,40,70,Under Construction,19.1943294,72.9701779
597,I66637378,800,2,Reputed Builder Arjuna Park CHS,Residential Apartment,22,26,150,Under Construction,19.1943294,72.9701779
598,J65507076,1100,3,Runwal Forest Tower 1 To 4,Residential Apartment,15,21,100,Under Construction,19.1943294,72.9701779
599,T59553546,1090,3,Lodha Casa Rio,Residential Apartment,7,44,175,Under Construction,19.1943294,72.9701779
600,Z70321408,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,21,50,110,Under Construction,19.1943294,72.9701779
601,D60114290,250,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,38,130,Under Construction,19.1943294,72.9701779
602,W47845047,1200,2,Joshi Shivamrit Complex,Residential Apartment,7,29,125,Under Construction,19.1943294,72.9701779
603,J44144705,600,3,N Rose Northern Heights,Residential Apartment,6,16,130,Under Construction,19.1943294,72.9701779
604,X68264018,1212,2,Happy Home Sarvoday Nagar Sector 1,Residential Apartment,15,2,150,Under Construction,19.1943294,72.9701779
605,Y67892262,717,3,Aries Aries Vangani Height,Residential Apartment,23,47,75,Under Construction,19.1943294,72.9701779
606,T59552840,1500,3,Reputed Builder Wild Wood Park 2,Residential Apartment,14,33,95,Under Construction,19.1943294,72.9701779
607,V68706986,680,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,20,90,Under Construction,19.1943294,72.9701779
608,J59384006,57,3,Evershine Sapphire,Residential Apartment,23,9,62,Under Construction,19.1943294,72.9701779
609,Z65127106,150,3,Vishrut Casablanca,Residential Apartment,21,41,55,Under Construction,19.1943294,72.9701779
610,L65506586,125,2,Rashmi Heights,Residential Apartment,35,27,50,Under Construction,19.1943294,72.9701779
611,T68980136,2000,3,Reputed Builder Flight View,Residential Apartment,15,6,50,Under Construction,19.1943294,72.9701779
612,L67813878,1170,3,Godrej Hill,Residential Apartment,7,36,55,Under Construction,19.1943294,72.9701779
613,X70972548,550,3,Reputed Builder Vraj Villa,Residential Apartment,29,17,42,Under Construction,19.1943294,72.9701779
614,Y70972546,405,3,Atul Blue Orbit Phase 3,Residential Apartment,29,48,52,Under Construction,19.1943294,72.9701779
615,G69398080,200,2,Mahaavir Pride,Residential Apartment,3,11,42,Under Construction,19.1943294,72.9701779
616,L69953748,200,2,Ekta WestBay,Residential Apartment,3,28,65,Under Construction,19.1943294,72.9701779
617,N70302700,500,2,Reputed Builder Sai Pratik CHS,Residential Apartment,4,42,60,Under Construction,19.1943294,72.9701779
618,D70633690,450,3,Tuljabhavani Draupadi Heights,Residential Apartment,23,15,50,Under Construction,19.1943294,72.9701779
619,B70913562,600,2,SS Balaji Krishna,Residential Apartment,4,3,55,Under Construction,19.1943294,72.9701779
620,O70652992,1500,2,Rachana Sukh Shanti Niwas,Residential Apartment,30,49,42,Under Construction,19.1943294,72.9701779
621,T46577209,900,2,Arkade Art,Studio Apartment,12,23,55,Under Construction,19.1943294,72.9701779
622,V46548027,1200,3,Reputed Builder Khar Gymkhana,Residential Apartment,15,7,43,Under Construction,19.1943294,72.9701779
623,H70291946,870,2,Sethia Green View,Residential Apartment,15,32,155,Under Construction,19.1943294,72.9701779
624,F67681964,300,2,Reputed Builder Karma Apartment,Residential Apartment,15,46,165,Under Construction,19.1943294,72.9701779
625,U62909720,1500,2,Raja Tirupati Balaji Towers,Residential Apartment,4,12,113.99999,Under Construction,19.2083801,72.842227
626,A69960944,300,2,Reputed Builder Samarpan Complex Arpan,Residential Apartment,16,35,120,Under Construction,19.0963013,72.9272588
627,G70441192,800,3,Jem Jupiter Complex,Residential Apartment,15,18,135,Under Construction,19.2169792,72.8668905
628,K70365300,1095,3,S K Avadh Township,Residential Apartment,13,45,160,Under Construction,19.2169792,72.8668905
629,A67478726,300,3,S K Avadh Township,Residential Apartment,15,5,220,Under Construction,19.2169792,72.8668905
630,M70110646,650,2,Raj Mandir Complex,Residential Apartment,15,21,110,Under Construction,19.1989795,73.19611234
631,Z69344182,1082,2,SA Sneh Kutir,Residential Apartment,10,39,166,Under Construction,19.2169792,72.8668905
632,S69013768,1082,2,Padmawati Rudransh,Residential Apartment,15,14,140,Ready to move,19.2169792,72.8668905
633,O69103932,650,3,Arihant Aloki Phase IV,Residential Apartment,19,24,85,Ready to move,19.2209867,72.8574202
634,B70849312,666,2,Ozone The Gateway,Residential Apartment,23,50,75,Ready to move,19.2209867,72.8574202
635,N70849310,439,2,Cidco NRI Complex,Residential Apartment,23,37,60,Ready to move,19.2209867,72.8574202
636,N70132522,840,2,Neminath Sahnivas CHSL And Prabhat CHSL Building No 1 And 2,Residential Apartment,7,8,49,Ready to move,19.2169792,72.8668905
637,S70132520,675,3,Sahabhagi Riva Rythm,Residential Apartment,7,30,42,Ready to move,19.2169792,72.8668905
638,A68343094,560,2,Sahabhagi Riva Rythm,Residential Apartment,38,44,65,Ready to move,19.2169792,72.8668905
639,U68343092,420,1,Sahabhagi Riva Rythm,Residential Apartment,38,22,45,Ready to move,19.2169792,72.8668905
640,H67864458,1044,3,Sahabhagi Riva Rythm,Residential Apartment,39,4,60,Under Construction,19.2169792,72.8668905
641,E65874858,645,3,Sahabhagi Riva Rythm,Residential Apartment,44,31,55,Under Construction,19.2169792,72.8668905
642,H65874854,457,3,Sahabhagi Riva Rythm,Residential Apartment,44,40,43,Under Construction,19.2169792,72.8668905
643,V68044834,482,2,Sahabhagi Riva Rythm,Residential Apartment,7,19,55,Ready to move,19.2169792,72.8668905
644,O68783268,850,2,Sahabhagi Riva Rythm,Residential Apartment,25,26,135,Ready to move,19.2209867,72.8574202
645,B70251048,1000,2,Reputed Builder Arihant Darshan,Residential Apartment,9,10,160,Ready to move,19.2209867,72.8574202
646,A62769066,1100,2,Veena Sitar,Residential Apartment,15,43,150,Ready to move,19.2209867,72.8574202
647,C66478264,425,3,Umiya Oasis,Residential Apartment,4,25,110,Ready to move,19.2169792,72.8668905
648,N68162598,550,4,Shree Yogeshwar Yogeshwar Park,Residential Apartment,9,1,140,Ready to move,19.2169792,72.8668905
649,V70766528,594,2,Reputed Builder Sunder Tower,Residential Apartment,11,34,69,Ready to move,19.2169792,72.8668905
650,Q70766526,405,1,Panvelkar Aquamarine,Residential Apartment,11,13,83,Ready to move,19.2169792,72.8668905
651,V70104820,306,3,Shree Yogeshwar Yogeshwar Park,Studio Apartment,17,28,90,Under Construction,19.2169792,72.8668905
652,X41282621,750,3,Ekdanta 24 Karat,Residential Apartment,3,42,51,Under Construction,19.2169792,72.8668905
653,B65444858,800,4,Shree Saibaba Grihanirmiti Neelambari,Residential Apartment,19,15,52,Under Construction,19.2169792,72.8668905
654,I65625664,750,4,Ravriya Neelkanth Aangan,Residential Apartment,9,6,42,Under Construction,19.2169792,72.8668905
655,I41918037,2000,3,Vimal Residency,Residential Apartment,3,49,55,Under Construction,19.2209867,72.8574202
656,G66135482,300,3,Reputed Builder Persiana,Residential Apartment,7,21,55,Under Construction,19.2169792,72.8668905
657,I37956749,950,3,Reputed Builder Wild Wood Park 2,Residential Apartment,8,37,65,Under Construction,19.2209867,72.8574202
658,N67542396,750,3,Chintamani Maple City Phase I,Residential Apartment,19,8,54,Under Construction,19.2169792,72.8668905
659,A70868586,200,2,Chintamani Maple City Phase I,Residential Apartment,7,46,53,Under Construction,19.2209867,72.8574202
660,Y70868568,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,12,55,Under Construction,25.6030053,85.1623397
661,W67010456,200,2,Green Riddhish Apartment,Residential Apartment,6,35,50,Under Construction,19.2169792,72.8668905
662,B51054056,800,3,Chintamani Maple City Phase I,Residential Apartment,17,2,110,Under Construction,19.2209867,72.8574202
663,T69464884,750,2,Green Riddhish Apartment,Residential Apartment,9,32,140,Under Construction,19.2209867,72.8574202
664,Q65340848,1300,2,Green Riddhish Apartment,Residential Apartment,21,9,171,Under Construction,19.2209867,72.8574202
665,T70846568,250,3,Green Riddhish Apartment,Residential Apartment,7,44,160,Under Construction,19.2169792,72.8668905
666,A53227796,800,3,Green Riddhish Apartment,Residential Apartment,3,20,118,Under Construction,19.2169792,72.8668905
667,V41977695,1300,2,Swastik Heights,Residential Apartment,20,33,60,Under Construction,19.2209867,72.8574202
668,H69673522,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,7,48.5,Under Construction,19.2169792,72.8668905
669,T41937261,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,48,43,Under Construction,19.2169792,72.8668905
670,C68335336,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,32,18,45,Under Construction,19.2209867,72.8574202
671,Z40047011,900,1,Reputed Builder EL-Dorado,Residential Apartment,8,27,41,Under Construction,19.2169792,72.8668905
672,A69464948,1200,2,Moraj Moraj Maa Smriti,Residential Apartment,9,3,50,Under Construction,19.2169792,72.8668905
673,Y41241059,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,14,29,55,Under Construction,19.2169792,72.8668905
674,B69550402,700,2,Tejas Builders and Developers Vastupurti,Residential Apartment,9,14,45,Under Construction,19.2169792,72.8668905
675,Y41913903,800,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,39,50,Under Construction,19.2209867,72.8574202
676,V65143074,200,2,Reputed Builder Saket Towers,Residential Apartment,6,23,53,Under Construction,25.6030053,85.1623397
677,L70797162,250,2,Reputed Builder Wild Wood Park 2,Residential Apartment,12,11,190,Under Construction,25.6030053,85.1623397
678,R70678136,4000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,38,155,Under Construction,19.2169792,72.8668905
679,Z35755659,1690,3,Reputed Builder Wild Wood Park 2,Residential Apartment,14,5,135,Under Construction,19.2169792,72.8668905
680,Z70439112,200,2,Raj Riddhi Residency,Residential Apartment,9,36,136,Under Construction,19.2169792,72.8668905
681,V70388076,560,3,Enso Enso Sanza,Residential Apartment,7,17,155,Under Construction,25.6030053,85.1623397
682,A42424483,800,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,41,165,Under Construction,19.2169792,72.8668905
683,K53624090,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,7,26,86,Under Construction,19.2169792,72.8668905
684,M65899024,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,10,100,Under Construction,19.2169792,72.8668905
685,X67222478,250,2,Reputed Builder Wild Wood Park 2,Residential Apartment,6,45,105,Under Construction,19.2169792,72.8668905
686,B70330638,1100,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,22,47,Under Construction,19.2269824,72.8659904
687,E67438748,130,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,4,62,Under Construction,19.2209867,72.8574202
688,S68772446,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,12,31,45,Under Construction,19.2209867,72.8574202
689,W67704876,200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,50,69,Under Construction,19.2169792,72.8668905
690,O39909483,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,10,19,45,Under Construction,19.2209867,72.8574202
691,B40253303,800,3,Reputed Builder Wild Wood Park 2,Residential Apartment,10,40,100,Under Construction,19.2169792,72.8668905
692,O41929551,300,2,Tata New Haven,Residential Apartment,9,16,130,Under Construction,19.2169792,72.8668905
693,J68396894,700,3,Tejas Builders and Developers Vastupurti,Residential Apartment,19,30,110,Under Construction,19.2169792,72.8668905
694,L70796944,250,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,47,130,Under Construction,19.2103809,72.8640837
695,M70721370,100,3,Reputed Builder Wild Wood Park 2,Residential Apartment,3,13,160,Under Construction,19.2103809,72.8640837
696,K70655918,1500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,18,25,105,Under Construction,19.2103809,72.8640837
697,S70562186,5000,3,Reputed Builder Wild Wood Park 2,Independent House/Villa,2,1,130,Under Construction,19.2103809,72.8640837
698,K51531130,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,4,34,95,Under Construction,19.2169792,72.8668905
699,H65222116,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,21,43,45,Under Construction,19.2072164,72.8705139
700,F39554111,1200,2,Reputed Builder Wild Wood Park 2,Residential Apartment,6,24,110,Under Construction,19.2072164,72.8705139
701,M70102338,800,3,Reputed Builder Wild Wood Park 2,Residential Apartment,12,15,110,Under Construction,18.9710996,73.0217484
702,Z65208446,1400,2,Space India Blue Crest,Residential Apartment,23,2,130,Under Construction,19.1028516,73.0030748
703,A51248960,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,4,21,136,Under Construction,51.6335851,0.0097947
704,J70080278,700,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,48,162,Under Construction,19.1296868,72.9283701
705,G67100884,400,3,Reputed Builder Wild Wood Park 2,Residential Apartment,7,7,150,Under Construction,32.9144984,-117.1476656
706,B68822822,1300,3,Lodha Woods,Residential Apartment,9,37,132,Under Construction,32.9144984,-117.1476656
707,M70039154,700,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,8,75,Under Construction,32.9144984,-117.1476656
708,V70034154,3000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,46,95,Ready to move,17.4082789,78.5596109
709,O70489428,1200,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,12,150,Ready to move,28.58529855,77.24356543
710,H69137412,1100,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,35,75,Ready to move,19.0759899,72.8773928
711,I68929194,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,18,130,Ready to move,32.9144984,-117.1476656
712,S67101712,1100,3,Gurukrupa Marina Enclave M N Phase ll,Residential Apartment,9,39,162,Ready to move,32.9144984,-117.1476656
713,S70562192,2000,3,Trimurti Shiv Krupa Residency,Residential Apartment,8,3,110,Ready to move,32.9144984,-117.1476656
714,Y70399568,200,3,Reputed Builder 1 Row House,Residential Apartment,9,29,116,Ready to move,32.9144984,-117.1476656
715,B70377694,750,3,PR Urvashi Terraces,Residential Apartment,7,16,56,Ready to move,32.9144984,-117.1476656
716,J68706778,580,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,41,80,Under Construction,32.9144984,-117.1476656
717,H69913230,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,26,95,Under Construction,32.9144984,-117.1476656
718,H68272418,300,2,Ashiana LA Arihant Harmony,Residential Apartment,20,10,20.18,Under Construction,32.9144984,-117.1476656
719,D51126544,1400,2,Ashiana LA Arihant Harmony,Residential Apartment,7,45,650,Under Construction,32.9144984,-117.1476656
720,R40880987,2000,3,Reputed Builder Wild Wood Park 2,Residential Apartment,2,22,450,Under Construction,19.1287942,72.8255543
721,G53578702,1600,2,Reputed Builder Wild Wood Park 2,Residential Apartment,21,5,165,Ready to move,19.1287942,72.8255543
722,N65770834,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,25,32,23.75,Under Construction,19.2209867,72.8574202
723,X51015914,300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,7,50,195,Under Construction,19.2209867,72.8574202
724,C53358158,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,17,20,Under Construction,6.3397717,-57.5733337
725,N68927610,1300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,38,25,Under Construction,19.2209867,72.8574202
